"","X","mt_id","institution_code","collection_code","specimen_id","authority","taxonomy_notes","morphospecies","species","subgenus","genus","subtribe","tribe","subfamily","family","superfamily","infraorder","suborder","order","class","ncbi_may_edit","ncbi_search_success","ncbi_species","ncbi_id_rank","ncbi_taxid","variant_status","chimera_notes","traptype","dev_stage","site","locality","subregion","country","latitude","longitude","size","feeding_behaviour","habitat","habitat_stratum","authors","library","datasubmitter","projectname","genbank_accession","notes","contigname"
"BIOD00507",3944,"BIOD00507","BMNH",NA,"1723020","","","MS91","","","","","","","Anthribidae","Curculionoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","family",110015,"","","MALAISE","Adult","PB","Poring","Sabah","Malaysia",NA,NA,NA,NA,"","","","BIBC_BIP01_H07","Darren Yeo","","","",""
"BIOD00508",3945,"BIOD00508","BMNH",NA,"1723023","","","MS94","","","","","","Galerucinae","Chrysomelidae","Chrysomeloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",63710,"","","MALAISE","Adult","PB","Poring","Sabah","Malaysia",NA,NA,NA,NA,"","","","BIBC_BIP01_H10","Darren Yeo","","","",""
"BIOD00509",3946,"BIOD00509","BMNH",NA,"1426140","","","SF_Staph23","","","","","","Aleocharinae","Staphylinidae","Staphylinoidea","Staphyliniformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",135860,"","","FIT1","Adult","P1","Santa Fe","","Panama",NA,NA,NA,NA,"","","","BIBC_746_H11","Darren Yeo","","","",""
"BIOD00510",3947,"BIOD00510","BMNH",NA,"1687076","","","CH_Curc83","","","","","","","Curculionidae","Curculionoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","family",122835,"","","FIT1","Adult","P1","Cerro Hoya","","Panama",NA,NA,NA,NA,"","","","BIBC_759_H07","Darren Yeo","","","",""
"BIOD00511",3948,"BIOD00511","BMNH",NA,"1733520","","","MS2683","","","","","","Aleocharinae","Staphylinidae","Staphylinoidea","Staphyliniformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",135860,"","","FIT2","Adult","PD","Poring","Sabah","Malaysia",NA,NA,NA,NA,"","","","BIBC_BIP28_H05","Darren Yeo","","","",""
"BIOD00512",3949,"BIOD00512","BMNH",NA,"1425733","","","FG_58","","","","","","","Staphylinidae","Staphylinoidea","Staphyliniformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","family",29026,"","","LL","Adult","P7","Noragues","","French Guiana",NA,NA,NA,NA,"","","","BIBC_732_B08","Darren Yeo","","","",""
"BIOD00513",3950,"BIOD00513","",NA,"","","","","","","","","","","","","","","Coleoptera","Insecta",NA,TRUE,"","order",7041,"","","","","","","","",NA,NA,NA,NA,"","","","","Darren Yeo","","","",""
"BIOD00515",3951,"BIOD00515","BMNH",NA,"1732087","","","MS1248","","","","","","Osoriinae","Staphylinidae","Staphylinoidea","Staphyliniformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",295624,"","","WINKLER","Adult","PA","Poring","Sabah","Malaysia",NA,NA,NA,NA,"","","","BIBC_BIP13_H12","Darren Yeo","","","",""
"BIOD00516",3952,"BIOD00516","BMNH",NA,"1426081","","","SF_Staph56","","","","","","Aleocharinae","Staphylinidae","Staphylinoidea","Staphyliniformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",135860,"","","FIT1","Adult","P5","Santa Fe","","Panama",NA,NA,NA,NA,"","","","BIBC_746_C12","Darren Yeo","","","",""
"BIOD00517",3953,"BIOD00517","BMNH",NA,"1426252","","","SF_Endo2","","","","","","","Nitidulidae","Cucujoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","family",116151,"","","FIT1","Adult","P1","Santa Fe","","Panama",NA,NA,NA,NA,"","","","BIBC_748_B03","Darren Yeo","","","",""
"BIOD00518",3954,"BIOD00518","BMNH",NA,"1733501","","","MS2664","","","","","","","Biphyllidae","Cleroidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","family",196969,"","","FIT2","Adult","PD","Poring","Sabah","Malaysia",NA,NA,NA,NA,"","","","BIBC_BIP28_F10","Darren Yeo","","","",""
"BIOD00519",3955,"BIOD00519","BMNH",NA,"1732222","","","MS1383","","","","","","","Ptiliidae","Staphylinoidea","Staphyliniformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","family",75545,"","","PITFALL","Adult","PD","Poring","Sabah","Malaysia",NA,NA,NA,NA,"","","","BIBC_BIP15_D03","Darren Yeo","","","",""
"BIOD00520",3956,"BIOD00520","BMNH",NA,"1426255","","","SF_Curc21","","","","","","Baridinae","Curculionidae","Curculionoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",122838,"","","FIT1","Adult","P1","Santa Fe","","Panama",NA,NA,NA,NA,"","","","BIBC_748_B06","Darren Yeo","","","",""
"BIOD00521",3957,"BIOD00521","BMNH",NA,"1733190","","","MS2353","","","","","","Aleocharinae","Staphylinidae","Staphylinoidea","Staphyliniformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",135860,"","","FIT1","Adult","PC","Poring","Sabah","Malaysia",NA,NA,NA,NA,"","","","BIBC_BIP25_D11","Darren Yeo","","","",""
"BIOD00523",3958,"BIOD00523","BMNH",NA,"1732049","","","MS1210","","","","","","Aleocharinae","Staphylinidae","Staphylinoidea","Staphyliniformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",135860,"","","WINKLER","Adult","PA","Poring","Sabah","Malaysia",NA,NA,NA,NA,"","","","BIBC_BIP13_E10","Darren Yeo","","","",""
"BIOD00524",3959,"BIOD00524","BMNH",NA,"1274067","","","P3FIT1Staph64","","","","","","","Staphylinidae","Staphylinoidea","Staphyliniformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","family",29026,"","","FIT1","Adult","P3","Noragues","","French Guiana",NA,NA,NA,NA,"","","","BIBC_774_G01","Darren Yeo","","","",""
"BIOD00525",3960,"BIOD00525","BMNH",NA,"1426189","","","SF_Staph9","","","","","","Tachyporinae","Staphylinidae","Staphylinoidea","Staphyliniformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",82876,"","","FIT1","Adult","P6","Santa Fe","","Panama",NA,NA,NA,NA,"","","","BIBC_747_D09","Darren Yeo","","","",""
"BIOD00526",3961,"BIOD00526","BMNH",NA,"1274655","","","P2FIT2Staph37","","","","","","","Staphylinidae","Staphylinoidea","Staphyliniformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","family",29026,"","","FIT2","Adult","P2","Noragues","","French Guiana",NA,NA,NA,NA,"","","","BIBC_773_D01","Darren Yeo","","","",""
"BIOD00527",3962,"BIOD00527","BMNH",NA,"1426618","","","SF_Chrys20","","","","","","Galerucinae","Chrysomelidae","Chrysomeloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",63710,"","","SLAM","Adult","P5","Santa Fe","","Panama",NA,NA,NA,NA,"","","","BIBC_750_H08","Darren Yeo","","","",""
"BIOD00528",3963,"BIOD00528","BMNH",NA,"1721406","","","SF_UNK117","","","","","","Lamprosomatinae","Chrysomelidae","Chrysomeloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",213584,"","","MALAISE1","Adult","P6","Santa Fe","","Panama",NA,NA,NA,NA,"","","","BIBC_765_B05","Darren Yeo","","","",""
"BIOD00529",3964,"BIOD00529","BMNH",NA,"1723800","","","MS871","","","","","","Staphylininae","Staphylinidae","Staphylinoidea","Staphyliniformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",82886,"","","BEATING","Adult","PD","Poring","Sabah","Malaysia",NA,NA,NA,NA,"","","","BIBC_BIP10_A07","Darren Yeo","","","",""
"BIOD00530",3965,"BIOD00530","",NA,"","","","","","","","","","","","","","","Coleoptera","Insecta",NA,TRUE,"","order",7041,"","","","","","","","",NA,NA,NA,NA,"","","","","Darren Yeo","","","",""
"BIOD00531",3966,"BIOD00531","BMNH",NA,"1425753","","","FG_78","","","","","","","Staphylinidae","Staphylinoidea","Staphyliniformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","family",29026,"","","LL","Adult","P4","Noragues","","French Guiana",NA,NA,NA,NA,"","","","BIBC_732_F10","Darren Yeo","","","",""
"BIOD00532",3967,"BIOD00532","BMNH",NA,"1733441","","","MS2604","","","","","","Tachyporinae","Staphylinidae","Staphylinoidea","Staphyliniformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",82876,"","","FIT2","Adult","PD","Poring","Sabah","Malaysia",NA,NA,NA,NA,"","","","BIBC_BIP28_A10","Darren Yeo","","","",""
"BIOD00533",3968,"BIOD00533","BMNH",NA,"1721731","","","CH_Curc211","","","","","","Conoderinae","Curculionidae","Curculionoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",167476,"","","MALAISE1","Adult","P1","Cerro Hoya","","Panama",NA,NA,NA,NA,"","","","BIBC_768_E06","Darren Yeo","","","",""
"BIOD00534",3969,"BIOD00534","BMNH",NA,"1426276","","","SF_Curc23","","","","","","Scolytinae","Curculionidae","Curculionoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",55867,"","","FIT2","Adult","P1","Santa Fe","","Panama",NA,NA,NA,NA,"","","","BIBC_748_D04","Darren Yeo","","","",""
"BIOD00535",3970,"BIOD00535","BMNH",NA,"1723214","","","MS285","","","","","Clytini","Cerambycinae","Cerambycidae","Chrysomeloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","tribe",79512,"","","BEATING","Adult","PA","Poring","Sabah","Malaysia",NA,NA,NA,NA,"","","","BIBC_BIP03_H09","Darren Yeo","","","",""
"BIOD00537",3971,"BIOD00537","BMNH",NA,"1426606","","","SF_Lyc15","","","","","Platerodini","","Lycidae","Elateroidea","Elateriformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","family",71195,"","","MALAISE2","Adult","P6","Santa Fe","","Panama",NA,NA,NA,NA,"","","","BIBC_751_G08","Darren Yeo","","","",""
"BIOD00538",3972,"BIOD00538","BMNH",NA,"1426649","","","SF_Oed2","","","","","","","Oedemeridae","Tenebrionoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","family",116144,"","","SLAM2","Adult","P5","Santa Fe","","Panama",NA,NA,NA,NA,"","","","BIBC_752_C03","Darren Yeo","","","",""
"BIOD00539",3973,"BIOD00539","BMNH",NA,"1732071","","","MS1232","","","","","","Paederinae","Staphylinidae","Staphylinoidea","Staphyliniformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",82885,"","","WINKLER","Adult","PA","Poring","Sabah","Malaysia",NA,NA,NA,NA,"","","","BIBC_BIP13_G08","Darren Yeo","","","",""
"BIOD00540",3974,"BIOD00540","BMNH",NA,"1732032","","","MS1193","","","","","","Pselaphinae","Staphylinidae","Staphylinoidea","Staphyliniformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",66544,"","","WINKLER","Adult","PD","Poring","Sabah","Malaysia",NA,NA,NA,NA,"","","","BIBC_BIP13_D05","Darren Yeo","","","",""
"BIOD00541",3975,"BIOD00541","BMNH",NA,"1723430","","","MS501","","","","","","","Phalacridae","Cucujoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","family",196986,"","","BEATING","Adult","PA","Poring","Sabah","Malaysia",NA,NA,NA,NA,"","","","BIBC_BIP06_B09","Darren Yeo","","","",""
"BIOD00542",3976,"BIOD00542","BMNH",NA,"1723702","","","MS773","","","","","","Tachyporinae","Staphylinidae","Staphylinoidea","Staphyliniformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",82876,"","","BEATING","Adult","PC","Poring","Sabah","Malaysia",NA,NA,NA,NA,"","","","BIBC_BIP09_A05","Darren Yeo","","","",""
"BIOD00543",3977,"BIOD00543","BMNH",NA,"1427139","","","CH_Hist22","","","","","","","Histeridae","Histeroidea","Staphyliniformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","family",110043,"","","FIT1","Adult","P1","Cerro Hoya","","Panama",NA,NA,NA,NA,"","","","BIBC_757_D01","Darren Yeo","","","",""
"BIOD00544",3978,"BIOD00544","BMNH",NA,"1723469","","","MS540","","","Macratria","","","","Anthicidae","Tenebrionoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","family",219442,"","","BEATING","Adult","PA","Poring","Sabah","Malaysia",NA,NA,NA,NA,"","","","BIBC_BIP06_E12","Darren Yeo","","","",""
"BIOD00545",3979,"BIOD00545","BMNH",NA,"1426297","","","SF_Lei18","","","","","","Cholevinae","Leiodidae","Staphylinoidea","Staphyliniformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",144794,"","","FIT2","Adult","P1","Santa Fe","","Panama",NA,NA,NA,NA,"","","","BIBC_748_F01","Darren Yeo","","","",""
"BIOD00547",3980,"BIOD00547","BMNH",NA,"1732147","","","MS1308","","","","","","Aleocharinae","Staphylinidae","Staphylinoidea","Staphyliniformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",135860,"","","WINKLER","Adult","PA","Poring","Sabah","Malaysia",NA,NA,NA,NA,"","","","BIBC_BIP14_E12","Darren Yeo","","","",""
"BIOD00548",3981,"BIOD00548","BMNH",NA,"1426306","","","SF_Curc33","","","Microhyus","","","Molytinae","Curculionidae","Curculionoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",54544,"","","FIT2","Adult","P1","Santa Fe","","Panama",NA,NA,NA,NA,"","","","BIBC_748_F10","Darren Yeo","","","",""
"BIOD00549",3982,"BIOD00549","BMNH",NA,"1721283","","","CH_Curc175","","","","","","","Curculionidae","Curculionoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","family",7042,"","","MALAISE2","Adult","P1","Cerro Hoya","","Panama",NA,NA,NA,NA,"","","","BIBC_763_H02","Darren Yeo","","","",""
"BIOD00550",3983,"BIOD00550","",NA,"","","","MS1198","","","","","","Aleocharinae","Staphylinidae","Staphylinoidea","Staphyliniformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",135860,"","","WINKLER","Adult","PD","Poring","Sabah","Malaysia",NA,NA,NA,NA,"","","","BIBC_BIP13_D10","Darren Yeo","","","",""
"BIOD00551",3984,"BIOD00551","BMNH",NA,"1275397","","","P7FIT1Chrys1","","","","","","","Chrysomelidae","Chrysomeloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","family",27439,"","","FIT1","Adult","P7","Noragues","","French Guiana",NA,NA,NA,NA,"","","","BIBC_779_E11","Darren Yeo","","","",""
"BIOD00552",3985,"BIOD00552","BMNH",NA,"1274310","","","P1FIT1Pselaph2","","","","","","Pselaphinae","Staphylinidae","Staphylinoidea","Staphyliniformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",66544,"","","FIT1","Adult","P1","Noragues","","French Guiana",NA,NA,NA,NA,"","","","BIBC_778_A12","Darren Yeo","","","",""
"BIOD00553",3986,"BIOD00553","BMNH",NA,"1426149","","","SF_Curc2","","","","","","Conoderinae","Curculionidae","Curculionoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",167476,"","","FIT2","Adult","P1","Santa Fe","","Panama",NA,NA,NA,NA,"","","","BIBC_747_A08","Darren Yeo","","","",""
"BIOD00554",3987,"BIOD00554","",NA,"","","","","","","","","","","","","","","Coleoptera","Insecta",NA,TRUE,"","order",7041,"","","","","","","","",NA,NA,NA,NA,"","","","","Darren Yeo","","","",""
"BIOD00555",3988,"BIOD00555","BMNH",NA,"1275062","","","P8FITStaph102","","","","","","","Staphylinidae","Staphylinoidea","Staphyliniformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","family",29026,"","","FIT","Adult","P8","Noragues","","French Guiana",NA,NA,NA,NA,"","","","BIBC_783_G02","Darren Yeo","","","",""
"BIOD00556",3989,"BIOD00556","BMNH",NA,"1723926","","","MS997","","","","","","Scaphidiinae","Staphylinidae","Staphylinoidea","Staphyliniformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",82879,"","","WINKLER","Adult","PB","Poring","Sabah","Malaysia",NA,NA,NA,NA,"","","","BIBC_BIP11_D01","Darren Yeo","","","",""
"BIOD00557",3990,"BIOD00557","BMNH",NA,"1425885","","","FG_209","","","","","","","Endomychidae","Coccinelloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",FALSE,TRUE,"","family",196997,"","","LL","Adult","P3","Noragues","","French Guiana",NA,NA,NA,NA,"","","","BIBC_734_A03","Darren Yeo","","","",""
"BIOD00558",3991,"BIOD00558","BMNH",NA,"1274455","","","41Scoly9","","","","","","Scolytinae","Curculionidae","Curculionoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",55867,"","","FIT1","Adult","P4","Noragues","","French Guiana",NA,NA,NA,NA,"","","","BIBC_775_H03","Darren Yeo","","","",""
"BIOD00559",3992,"BIOD00559","",NA,"","","","MS1634","","","","","","Aleocharinae","Staphylinidae","Staphylinoidea","Staphyliniformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",135860,"","","FIT2","Adult","PB","Poring","Sabah","Malaysia",NA,NA,NA,NA,"","","","BIBC_BIP18_A02","Darren Yeo","","","",""
"BIOD00561",3993,"BIOD00561","BMNH",NA,"1733579","","","MS2742","","","","","","Scarabaeinae","Scarabaeidae","Scarabaeoidea","Scarabaeiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",41142,"","","FIT1","Adult","PB","Poring","Sabah","Malaysia",NA,NA,NA,NA,"","","","BIBC_BIP29_E04","Darren Yeo","","","",""
"BIOD00562",3994,"BIOD00562","BMNH",NA,"1721371","","","SF_Chrys136","","","","","","Galerucinae","Chrysomelidae","Chrysomeloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",63710,"","","MALAISE2","Adult","P6","Santa Fe","","Panama",NA,NA,NA,NA,"","","","BIBC_764_G06","Darren Yeo","","","",""
"BIOD00563",3995,"BIOD00563","BMNH",NA,"1426929","","","SF_Staph119","","","","","","Omaliinae","Staphylinidae","Staphylinoidea","Staphyliniformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",66542,"","","SLAM1","Adult","P1","Santa Fe","","Panama",NA,NA,NA,NA,"","","","BIBC_755_B07","Darren Yeo","","","",""
"BIOD00564",3996,"BIOD00564","BMNH",NA,"1687134","","","SF_Curc238","","","","","","Baridinae","Curculionidae","Curculionoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",122838,"","","MALAISE1","Adult","P1","Santa Fe","","Panama",NA,NA,NA,NA,"","","","BIBC_760_E05","Darren Yeo","","","",""
"BIOD00565",3997,"BIOD00565","",NA,"","","","MS1168","","","","","","Aleocharinae","Staphylinidae","Staphylinoidea","Staphyliniformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",135860,"","","WINKLER","Adult","PD","Poring","Sabah","Malaysia",NA,NA,NA,NA,"","","","BIBC_BIP13_B04","Darren Yeo","","","",""
"BIOD00566",3998,"BIOD00566","BMNH",NA,"1274668","","","P2FIT2Staph50","","","","","","","Staphylinidae","Staphylinoidea","Staphyliniformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","family",29026,"","","FIT2","Adult","P2","Noragues","","French Guiana",NA,NA,NA,NA,"","","","BIBC_772_A02","Darren Yeo","","","",""
"BIOD00567",3999,"BIOD00567","BMNH",NA,"1687079","","","CH_UNK18","","","","","","","Cybocephalidae","","","","Coleoptera","Insecta",NA,TRUE,"","order",7041,"","","FIT1","Adult","P1","Cerro Hoya","","Panama",NA,NA,NA,NA,"","","","BIBC_759_H10","Darren Yeo","","","",""
"BIOD00568",4000,"BIOD00568","BMNH",NA,"1426839","","","SF_Chrys112","","","","","","Galerucinae","Chrysomelidae","Chrysomeloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",63710,"","","MALAISE1","Adult","P1","Santa Fe","","Panama",NA,NA,NA,NA,"","","","BIBC_754_C01","Darren Yeo","","","",""
"BIOD00569",4001,"BIOD00569","BMNH",NA,"1426992","","","SF_UNK106","","","","","","","Laemophloeidae","Cucujoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","family",196984,"","","SLAM2","Adult","P1","Santa Fe","","Panama",NA,NA,NA,NA,"","","","BIBC_755_G10","Darren Yeo","","","",""
"BIOD00570",4002,"BIOD00570","BMNH",NA,"1425879","","","FG_203","","","","","","","Ptiliidae","Staphylinoidea","Staphyliniformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","family",75545,"","","LL","Adult","P6","Noragues","","French Guiana",NA,NA,NA,NA,"","","","BIBC_734_C02","Darren Yeo","","","",""
"BIOD00571",4003,"BIOD00571","BMNH",NA,"1731986","","","MS1147","","","","","","","Biphyllidae","Cleroidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","family",196969,"","","WINKLER","Adult","PC","Poring","Sabah","Malaysia",NA,NA,NA,NA,"","","","BIBC_BIP12_H07","Darren Yeo","","","",""
"BIOD00572",4004,"BIOD00572","BMNH",NA,"1426099","","","SF_Carab9","","","","","","","Carabidae","Caraboidea","","Adephaga","Coleoptera","Insecta",TRUE,TRUE,"","family",41073,"","","FIT1","Adult","P1","Santa Fe","","Panama",NA,NA,NA,NA,"","","","BIBC_746_E06","Darren Yeo","","","",""
"BIOD00573",4005,"BIOD00573","BMNH",NA,"1275286","","","P8FITStaph84","","","","","","","Staphylinidae","Staphylinoidea","Staphyliniformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","family",29026,"","","FIT","Adult","P8","Noragues","","French Guiana",NA,NA,NA,NA,"","","","BIBC_784_C04","Darren Yeo","","","",""
"BIOD00574",4006,"BIOD00574","BMNH",NA,"1723844","","","MS915","","","","","","","Elateridae","Elateroidea","Elateriformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","family",30009,"","","BEATING","Adult","PD","Poring","Sabah","Malaysia",NA,NA,NA,NA,"","","","BIBC_BIP10_E03","Darren Yeo","","","",""
"BIOD00577",4007,"BIOD00577","BMNH",NA,"1426759","","","SF_Nit42","","","","","","","Nitidulidae","Cucujoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","family",116151,"","","YPT","Adult","PNA","Santa Fe","","Panama",NA,NA,NA,NA,"","","","BIBC_753_D05","Darren Yeo","","","",""
"BIOD00579",4008,"BIOD00579","BMNH",NA,"1732774","","","MS1936","","","","","","Staphylininae","Staphylinidae","Staphylinoidea","Staphyliniformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",82886,"","","FIT1","Adult","PA","Poring","Sabah","Malaysia",NA,NA,NA,NA,"","","","BIBC_BIP21_B03","Darren Yeo","","","",""
"BIOD00580",4009,"BIOD00580","BMNH",NA,"1723830","","","MS901","","","","","","","Eucnemidae","Elateroidea","Elateriformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","family",195229,"","","BEATING","Adult","PD","Poring","Sabah","Malaysia",NA,NA,NA,NA,"","","","BIBC_BIP10_D01","Darren Yeo","","","",""
"BIOD00581",4010,"BIOD00581","BMNH",NA,"1732021","","","MS1182","","","","","","","Silvanidae","Cucujoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","family",196982,"","","WINKLER","Adult","PD","Poring","Sabah","Malaysia",NA,NA,NA,NA,"","","","BIBC_BIP13_C06","Darren Yeo","","","",""
"BIOD00582",4011,"BIOD00582","BMNH",NA,"1723868","","","MS939","","","","","","Galerucinae","Chrysomelidae","Chrysomeloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",63710,"","","BEATING","Adult","PD","Poring","Sabah","Malaysia",NA,NA,NA,NA,"","","","BIBC_BIP10_G03","Darren Yeo","","","",""
